name,biography
فلور نظری,"فلور نظری، بازیگر، در ۱ فروردین ۱۳۴۷ در لاهیجان، گیلان به دنیا آمد. از کارهای او می‌توان به فیلم‌هایی چون ""شور عشق""، ""تب""، ""ازدواج صورتی""، ""رؤیای خیس""، ""قصه دل‌ها""، ""بچه‌های ابدی""، ""کلاهی برای باران""، ""تسویه حساب""، ""محافظ""، ""بیداری""، ""زندگی شیرین""، ""شیر و عسل""، ""در شب عروسی""، ""کنسرت روی آب""، ""تپلی""، ""فیلادلفی""، ""مامان بهروز من را زد""، ""چهارباندی""، ""یکی برای همه""، ""آتش‌بس ۲"" و ""دریا کنار""، ""عشق پول"" و مجموعه‌های تلویزیونی ""فریاد بی صدا""، ""بگذار آفتاب برآید""، ""پزشکان""، ""شب چراغ""، ""دختران""، ""چراغ جادو""، ""دوران سرکشی""، ""شب آفتابی""، ""نوعروس""، ""باران عشق""، ""سه، پنج، دو""، ""مزرعه آفتابگردان""، ""مسافری از هند""، ""تب سرد""، ""مشاور""، ""خانه به دوش""، ""فصل زرد""، ""دایره تردید""، ""متهم گریخت""، ""قلب""، ""ارث بابام""، ""کارآگاه لطفی""، ""پرواز در حباب""، ""به همین سادگی""، ""عملیات ۱۲۵ (سری اول)""، ""غیرمحرمانه""، ""هویت""، ""مرد دو هزار چهره""، ""آسمان همیشه ابری نیست""، ""دختری به نام آهو""، ""چمدان""، ""تکیه برباد""، ""قهر و آشتی""، ""نفس گرم""، ""گسل""، ""راه و بیراه"" و ""حکایت‌های کمال"" و همچنین تله‌فیلم‌های ""دهخدا""، ""بهار قبل و بعد""، ""پاپوش""، ""آوازهای مادرانه""، ""سومین روز پس از مرگ""، ""دزدان غیر دریایی""، ""کابوس""، ""رنگ زیتون کال""، ""قرار در اسکله""، ""مسافر""، ""آخرین اجرا""، ""سرشاخ""، ""یک لحظه دیرتر""، ""جستجو""، ""یک سفر بخصوص""، ""یغما"" و ""از میان سایه‌ها"" اشاره کرد. او در دوره ۱۳۷۵–اکنون فعالیت داشته است."
شیوا رز قریب افشار,"شیوا رز قریب افشار، که با نام مستعار شیوا رز قریب افشار نیز شناخته می‌شود، در ۱۹ بهمن ۱۳۴۷ در سنتا مونیکا، کالیفرنیا به دنیا آمد. او به‌عنوان بازیگر فعالیت می‌کرد. از آثار شاخص او می‌توان به فیلم ""دیوید اند لیلا"" و سریال ""سی‌اس‌آی: میامی"" اشاره نمود."
بیژن امکانیان,"بیژن امکانیان، بازیگر، تهیه‌کننده و کارگردان، در ۲۷ اردیبهشت ۱۳۳۲ در آبادان متولد شد و در دهه ۱۳۶۰ فعالیت خود را آغاز کرد. از آثار او می‌توان به فیلم‌هایی چون ""آواز تهران"" (۱۳۷۰)، ""فرار از جهنم"" (۱۳۷۵)، ""رخ دیوانه"" (۱۳۹۳) و مجموعه نمایش خانگی ""آشوب"" (۱۴۰۰) اشاره کرد."
حسن دادشکر,"حسن دادشکر، بازیگر، عروسک‌گردان و کارگردان، در سال ۱۳۲۶ در مهاباد، آذربایجان غربی دیده به جهان گشود. از آثار او می‌توان به فیلم‌های ""زیر درخت هلو""، ""سگ‌کشی""، ""عشق شیشه‌ای""، ""حرفه‌ای""، ""الو! الو! من جوجوام""، ""جنگ نفت‌کش‌ها""، ""علی و غول جنگل""، ""مجنون""، ""شنگول و منگول""، ""کارآگاه ۲""، ""شاید وقتی دیگر"" و ""یاد و دیدار"" اشاره کرد. او همچنین در مجموعه‌های تلویزیونی ""آب‌پریا""، ""قصه‌های ایرانی""، ""خانه ما""، ""داستان یک شهر ۲""، ""آقای تهرانی""، ""زندگی""، ""هتل""، ""تهران ۱۱- ۵۹۵ ج ۴۸""، ""بهشت گم‌شده""، ""فروشگاه""، ""بهار اومد""، ""این خانه دور است""، ""عید آمد، بهار آمد""، ""شاخهٔ طوبی""، ""همسایه روبرو""، ""آقای بهتر""، ""این شرح بی‌نهایت""، ""آرایشگاه زیبا""، ""زیر گنبد کبود""، ""آقاتقی و دوستان""، ""مرد آخر""، ""مفتری""، ""راهزن"" و ""همسایه‌ها"" و همچنین تله‌تئاترهای ""در بارگاه شاهان"" و ""محکمه عدالت"" و مجموعه‌های عروسکی ""سرزمین خوشبختی"" و برنامه‌های کودک و نوجوان ""هزار برگ و هزار رنگ""، ""بچه‌ها خبر!""، ""بازار""، ""شاگرد اولی‌ها""، ""آفتاب‌مهتاب""، ""گلاب بپاش""، ""بابابزرگ و ترب""، ""قصه موش کوچولو"" و ""اعتراض حیوانات"" به ایفای نقش پرداخته است."
سپنتا سمندریان,"سپنتا سمندریان، بازیگر، است. از آثار او می‌توان به ""از کنار هم می‌گذریم"" (۱۳۷۹)، ""خانه‌ای روی آب"" (۱۳۸۰)، ""سفر سبز (مجموعه تلویزیونی)"" (۱۳۸۱)، ""آیین دلبری"" (۱۳۸۶) و ""شیخ بهایی"" اشاره کرد."
اکبر حسنی راد,اکبر حسنی راد که با نام ایرج راد نیز شناخته می‌شود، در هفتم اسفند ماه سال ۱۳۲۴ در شهر بروجرد، استان لرستان به دنیا آمد. او در دوران معاصر به عنوان بازیگر، کارگردان، مدرس و مترجم فعالیت داشته است. از آثار سینمایی وی می‌توان به فیلم‌های «جای او دیگر خالی نیست»، «شمعی در باد»، «هفت ترانه»، «شور عشق»، «سهراب تا سهراب (قطب مخوف)»، «نصف جهان»، «چون ابر در بهاران»، «طوبی»، «جعفرخان از فرنگ برگشته»، «ویزا»، «اجاره‌نشین‌ها»، «گردباد»، «دایره مینا» و «پستچی» اشاره کرد. همچنین، او در مجموعه‌های تلویزیونی «سرگذشت (محکومین ۲)»، «ایراندخت»، «دختران حوا»، «سال‌های مشروطه»، «فاکتور هشت»، «مدار صفر درجه»، «گارد ساحلی»، «مزرعه کوچک»، «افسون»، «شبکه»، «بازی زندگی»، «راهی به سوی خانه»، «گم‌شده»، «در قلب من»، «دستی بر آتش»، «در پناه تو»، «رنگین‌کمان»، «مدرسه ما»، «سنگ و شیشه»، «وزیرمختار»، «این شرح بی‌نهایت»، «امیرکبیر» نقش‌آفرینی کرده است. از فعالیت‌های تله‌تئاتری او می‌توان به «در پوست شیر»، «کشتی نوح»، «نشان»، «دکتر کنوک»، «دکتر فاستوس»، «گربه سیاه»، «در شاهراه»، «آریا دا کاپو» و «ایستگاه» اشاره داشت. وی همچنین در نمایش‌های «باران ساز»، «حادثه»، «آی با کلاه آی بی کلاه»، «مردی که مرده بود و خود نمی‌دانست»، «سیاه زنگی مرد فرنگی»، «افول»، «سیاوش بر باد»، «بازرس»، «لبخند باشکوه آقای گیل»، «ابراهیم توپچی و آقای بیک»، «سربازها»، «مرده‌های بی کفن»، «جانشین»، «تجاوزگران»، «مروارید»، «دکتر فاستوس»، «دکتر کنوک»، «مهاجران»، «ماهان کوشیار»، «آمیز قلمدون»، «دادگاه نورنبرگ»، «شب روی سنگ‌فرش خیس»، «باغ شب نمای ما»، «نوبت دیوانگی»، «قصه تلخ طلا»، «رویاهای رام نشده»، «رودکی»، «عیش و نیستی»، «پلکان»، «راپورتهای شبانه دکتر مصدق»، «سری کارهایی از پانتومیم»، «پله بین‌های در تدارک قیام»، «دیو پری» و «سوگ سیاوش» حضور داشته است.
محمّد دلجو,"محمّد دلجو، که با نام مستعار فرزان دلجو نیز شناخته می‌شود، در ۱۱ بهمن ۱۳۳۲ در تهران متولد شد. او نویسنده، بازیگر و کارگردان است و از آثار سینمایی او می‌توان به فیلم‌های ""بوی گندم"" و ""ماهی‌ها در خاک می‌میرند"" (هر دو در ۱۳۵۶)، ""علف‌های هرز"" (۱۳۵۵)، ""شب غریبان"" (۱۳۵۴) و ""یاران"" (۱۳۵۳) اشاره کرد. دوره فعالیت او از ۱۳۴۶ تا کنون است."
ماهایا پطروسیان,"ماهایا پطروسیان، بازیگر، در ۱۳ دی ماه ۱۳۴۸ در تهران به دنیا آمد. او در دوره زمانی دهه ۱۳۶۰ تا کنون فعالیت داشته است. از آثار او می‌توان به فیلم‌های ""عشق و مرگ"" (۱۳۶۹)، ""پرده آخر"" (۱۳۶۹)، ""دیگه چه خبر!؟"" (۱۳۷۰)، ""ناصرالدین شاه آکتور سینما"" (۱۳۷۰)، ""هنرپیشه"" (۱۳۷۱)، ""راز گل شب بو"" (۱۳۷۲)، ""حسرت دیدار"" (۱۳۷۳)، ""نابخشوده"" (۱۳۷۵)، ""قاصدک"" (۱۳۷۵)، ""کمکم کن"" (۱۳۷۷)، ""هفت پرده"" (۱۳۷۹)، ""از صمیم قلب"" (۱۳۷۹)، ""دختری بنام تندر"" (۱۳۷۹)، ""عروس خوش قدم"" (۱۳۸۱)، ""ملاقات با طوطی"" (۱۳۸۲)، ""هشت پا"" (۱۳۸۳)، ""انتخاب"" (۱۳۸۳)، ""پیشنهاد ۵۰ میلیونی"" (۱۳۸۳)، ""زن بدلی"" (۱۳۸۵)، ""شبی در تهران"" (۱۳۸۶)، ""خواب لیلا"" (۱۳۸۶)، ""تاکسی نارنجی"" (۱۳۸۷)، ""شیرین"" (۱۳۸۷)، ""ازدواج در وقت اضافه"" (۱۳۸۸)، ""اسب حیوان نجیبی است"" (۱۳۸۹)، ""مجرد ۴۰ ساله"" (۱۳۹۳)، ""خفه‌گی"" (۱۳۹۵) و ""لس آنجلس تهران"" (۱۳۹۶) اشاره کرد. همچنین او در مجموعه‌های تلویزیونی ""شیخ مفید"" و ""گل من گلی"" و فیلم‌های کوتاه ""باچراغهای خاموش""، ""۳ کیلومتر جلوتر""، ""سیاه و سفید"" و ""یه روز قشنگ برفی"" و نمایش‌های ""دختر گل فروش""، ""معرکه در معرکه"" و ""عشق آباد"" نیز نقش آفرینی کرده است."
محسن یوسف‌بیک,"محسن یوسف‌بیک، بازیگر تئاتر، بازیگر تلویزیون و بازیگر سینما، در تاریخ ۱۴ فروردین ۱۳۱۹ در تهران متولد شد و در تاریخ ۱۶ بهمن ۱۳۸۹ در کرج درگذشت. از آثار او می‌توان به فیلم‌های سینمایی ""در انتظار شیطان"" (۱۳۶۶)، ""مأموریت"" (۱۳۶۵)، ""مدرک جرم"" (۱۳۶۴)، برنامه‌های تلویزیونی ""برنامه زنده «جمعه تعطیل نیست»"" (۱۳۸۱)، ""محله باصفا"" (۱۳۷۹)، ""برگ سبز"" (۱۳۷۵)، ""جُنگ ۶۸"" (۱۳۶۷)، ""هوشیار و بیدار"" (۱۳۶۳)، ""طبل توخالی"" (۱۳۶۲)، ""شبکه صفر"" (۱۳۵۷) و تله‌تئاترهای «بی‌نام و نشانه‌ها» (۱۳۶۶)، «مأموریت» (۱۳۶۵)، «منبع موثق» (۱۳۶۴) و «آسانسور» (۱۳۶۴) اشاره کرد. دوران فعالیت او مربوط به دهه شصت است."
محمد متوسلانی,"محمد متوسلانی، متولد ۱۷ مهر ۱۳۱۴ در تهران، در دهه چهل خورشیدی به‌عنوان هنرپیشه، فیلم‌نامه‌نویس، تهیه‌کننده و کارگردان فعالیت می‌کرد. از آثار شاخص او می‌توان به فیلم‌های ""طوفان در شهر ما"" (۱۳۳۷)، ""تپه عشق"" (۱۳۳۸)، ""بی‌ستاره‌ها"" (۱۳۳۸)، ""شیرفروش"" (۱۳۳۹)، ""بچه‌های محل"" (۱۳۳۹)، ""ترس و تاریکی"" (۱۳۴۲)، ""سه تفنگدار"" (۱۳۴۳)، ""ستاره صحرا"" (۱۳۴۳)، ""جاهل‌ها و ژیگول‌ها"" (۱۳۴۳)، ""سه کارآگاه خصوصی"" (۱۳۴۴)، ""سه تا نخاله"" (۱۳۴۴)، ""سه تا بزن‌بهادر"" (۱۳۴۴)، ""سه ناقلا در ژاپن"" (۱۳۴۵)، ""سه قهرمان"" (۱۳۴۵)، ""سه بمب آتشین"" (۱۳۴۵)، ""ولگردها"" (۱۳۴۶)، ""سه جوانمرد"" (۱۳۴۶)، ""پسران علاءالدین"" (۱۳۴۶)، ""هفت دختر برای هفت پسر"" (۱۳۴۷)، ""قدرت عشق"" (۱۳۴۷)، ""سه دیوانه"" (۱۳۴۷)، ""ریکاردو"" (۱۳۴۷)، ""جنجال پول"" (۱۳۴۷)، ""آواره‌های تهران"" (۱۳۴۷)، ""غول بیابانی"" (۱۳۴۸)، ""سه فراری"" (۱۳۴۸)، ""پسران قارون"" (۱۳۴۸)، ""این گروه زبل"" (۱۳۵۰)، ""یک چمدان سکس"" (۱۳۵۰)، ""شیادان"" (۱۳۵۰)، ""سه دلاور"" (۱۳۵۰)، ""سه تا جاهل"" (۱۳۵۰)، ""یک میلیونر و دو مفلس"" (۱۳۵۱)، ""اعجوبه‌ها"" (۱۳۵۱)، ""سازش"" (۱۳۵۳)، ""ذبیح"" (۱۳۵۴)، ""حلقه‌های ازدواج"" (۱۳۵۶)، ""دل و دشنه"" (۱۳۷۳)، ""بانی چاو"" (۱۳۷۴)، ""شب روباه"" (۱۳۷۵)، ""زمهریر"" (۱۳۸۸)، ""گناهکاران"" (۱۳۹۰)، ""مستانه"" (۱۳۹۳)، ""ارثیه فامیلی"" (۱۳۹۹)، ""آسمون‌جل"" (۱۳۳۸)، ""فریاد نیمه شب"" (۱۳۴۰)، ""کفش‌های میرزا نوروز"" (۱۳۶۴)، ""جستجوگر"" (۱۳۶۸)، ""دو روی سکه"" (۱۳۷۱)، و ""هر چی تو بخوای"" (۱۳۸۵) و مجموعه‌های تلویزیونی ""چنگک"" (۱۳۵۵)، ""غارتگران"" (۱۳۵۷)، ""معین پزشک"" (۱۳۷۵)، ""شب روباه"" (۱۳۷۸)، ""گاهی به پشت سر نگاه کن"" (۱۳۹۴) و ""درجستجوی آرامش"" (۱۳۹۶) اشاره کرد."
مهشید افشارزاده,"مهشید افشارزاده، در سال ۱۳۴۴ در آبادان متولد شد و در دهه ۱۳۶۰ فعالیت هنری خود را آغاز کرد. او به عنوان هنرپیشه و کارگردان فعالیت می‌کند. از آثار او می‌توان به فیلم‌های ""پنج ستاره""، ""ارثیه فامیلی""، ""خواب یک ستاره""، ""سپید و سیاه""، ""عیار ۱۴""، ""کمال عدل""، ""آقای رئیس‌جمهور""، ""آی پارا""، ""خط‌ها و سایه‌ها""، ""علف‌های هرز""، ""توفان شن""، ""روز دیدار""، ""انتهای قدرت""، ""شریک زندگی""، ""بلوف""، ""شاهین طلایی""، ""یاران""، ""مردی در آینه""، ""مستأجر""، ""شقایق""، ""افسانه آه""، ""آخرین پرواز""، ""بچه‌های طلاق""، ""دخترم سحر""، ""افسون""، ""دوران سربی"" و ""بایسیکل‌ران"" و همچنین فیلم‌های کوتاه ""آغاز دوم""، ""موریانه"" و ""تحقیقات محلی"" اشاره کرد. او همچنین در مجموعه‌های تلویزیونی ""قهر و آشتی""، ""ملکوت""، ""شب هزار و یکم""، ""روزگار قریب""، ""شب چراغ""، ""همسفر""، ""بومرنگ""، ""برگ و باد""، ""توفان شن"" (فیلم تلویزیونی)، ""آن سفر کرده""، ""ارثیه باد""، ""ایستادن در باد"" و ""آئینه (فصل سوم)"" به ایفای نقش پرداخته است."
